run_id,model,tool,config,model_params,duration,success,accuracy,precision,recall,f1_score
64,lstm,pneumatic_screwdriver,"{'batch_size': 32, 'epochs': 50, 'learning_rate': 0.0001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.1, 'threshold': 0.8}, 'data_balancing': ['weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}",41.41069221496582,True,0.3662,0.0523,0.1429,0.0766
65,lstm,pneumatic_screwdriver,"{'batch_size': 16, 'epochs': 30, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.1, 'threshold': 0.8}, 'data_balancing': ['focal_loss'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}, 'focal_loss_gamma': np.float64(1.5)}","{'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}",36.61957383155823,True,0.3451,0.0635,0.2143,0.0952
66,lstm,pneumatic_screwdriver,"{'batch_size': 16, 'epochs': 50, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': [], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}",31.80361247062683,True,0.3662,0.0523,0.1429,0.0766
67,lstm,pneumatic_screwdriver,"{'batch_size': 32, 'epochs': 30, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.25, 'threshold': 0.9}, 'data_balancing': ['weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}",38.18769192695618,True,0.4437,0.2599,0.3113,0.2576
68,lstm,pneumatic_screwdriver,"{'batch_size': 32, 'epochs': 50, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.25, 'threshold': 0.9}, 'data_balancing': ['focal_loss'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}, 'focal_loss_gamma': np.float64(1.5)}","{'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}",42.2712128162384,True,0.0775,0.0746,0.1667,0.0567
69,lstm,pneumatic_screwdriver,"{'batch_size': 16, 'epochs': 30, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': ['oversample'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}",35.83572554588318,True,0.3662,0.0523,0.1429,0.0766
70,lstm,pneumatic_screwdriver,"{'batch_size': 16, 'epochs': 50, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': ['weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}",32.22109317779541,True,0.3662,0.0523,0.1429,0.0766
72,lstm,pneumatic_screwdriver,"{'batch_size': 16, 'epochs': 100, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.1, 'threshold': 0.8}, 'data_balancing': ['resample'], 'l1_lambda': 0.1, 'gradient_clip': 5.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 32, 'num_layers': 1, 'dropout': 0.2}",63.349658727645874,True,0.4437,0.1633,0.2857,0.2031
74,lstm,pneumatic_screwdriver,"{'batch_size': 64, 'epochs': 100, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.25, 'threshold': 0.9}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 0.5, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 32, 'num_layers': 2, 'dropout': 0.1}",70.5656225681305,True,0.6056,0.5199,0.5299,0.4814
76,lstm,pneumatic_screwdriver,"{'batch_size': 16, 'epochs': 75, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.1, 'temperature': 0.3}, 'data_balancing': ['augment'], 'l1_lambda': 0.5, 'gradient_clip': 5.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 64, 'num_layers': 2, 'dropout': 0.1}",67.49128746986389,True,0.5,0.2855,0.2937,0.2577
77,lstm,pneumatic_screwdriver,"{'batch_size': 16, 'epochs': 100, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.1, 'threshold': 0.8}, 'data_balancing': ['focal_loss'], 'l1_lambda': 0.1, 'gradient_clip': 1.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}, 'focal_loss_gamma': np.float64(1.0)}","{'hidden_size': 128, 'num_layers': 2, 'dropout': 0.2}",50.99213147163391,True,0.4296,0.2295,0.3415,0.1947
78,lstm,pneumatic_screwdriver,"{'batch_size': 64, 'epochs': 20, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.1, 'threshold': 0.8}, 'data_balancing': ['augment'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 256, 'num_layers': 2, 'dropout': 0.5}",40.38662815093994,True,0.338,0.0483,0.1429,0.0722
79,lstm,pneumatic_screwdriver,"{'batch_size': 64, 'epochs': 30, 'learning_rate': 0.005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.1, 'temperature': 0.3}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 1.0, 'gradient_clip': 5.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 128, 'num_layers': 1, 'dropout': 0.2}",67.81614851951599,True,0.3873,0.2411,0.4083,0.2874
80,lstm,pneumatic_screwdriver,"{'batch_size': 64, 'epochs': 100, 'learning_rate': 0.005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.1, 'temperature': 0.3}, 'data_balancing': ['augment'], 'l1_lambda': 1.0, 'gradient_clip': 5.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 128, 'num_layers': 1, 'dropout': 0.2}",57.50835871696472,True,0.4859,0.2692,0.2749,0.2421
81,lstm,pneumatic_screwdriver,"{'batch_size': 64, 'epochs': 50, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 64, 'num_layers': 2, 'dropout': 0.3}",51.500378370285034,True,0.4789,0.2913,0.3112,0.2959
85,lstm,pneumatic_screwdriver,"{'batch_size': 32, 'epochs': 75, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 128, 'num_layers': 2, 'dropout': 0.2}",93.48408150672913,True,0.493,0.376,0.3857,0.3531
87,lstm,pneumatic_screwdriver,"{'batch_size': 64, 'epochs': 50, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['focal_loss', 'weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 256, 'num_layers': 1, 'dropout': 0.4}",56.665603160858154,True,0.0493,0.0238,0.1,0.0385
88,lstm,pneumatic_screwdriver,"{'batch_size': 32, 'epochs': 75, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 256, 'num_layers': 1, 'dropout': 0.4}",92.93747282028198,True,0.4718,0.45,0.4436,0.3573
89,lstm,pneumatic_screwdriver,"{'batch_size': 128, 'epochs': 30, 'learning_rate': 0.002, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'hidden_size': 256, 'num_layers': 1, 'dropout': 0.4}",65.96257328987122,True,0.4155,0.1971,0.2896,0.2268
91,tcn,electric_screwdriver,"{'batch_size': 16, 'epochs': 30, 'learning_rate': 0.0001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': ['oversample'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",40.148027658462524,True,0.0562,0.1499,0.1481,0.0236
92,tcn,electric_screwdriver,"{'batch_size': 16, 'epochs': 50, 'learning_rate': 0.0001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': ['weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",41.28228974342346,True,0.0524,0.1498,0.1455,0.0185
94,tcn,electric_screwdriver,"{'batch_size': 32, 'epochs': 50, 'learning_rate': 0.0001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.1, 'threshold': 0.8}, 'data_balancing': ['weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",46.62773871421814,True,0.4944,0.133,0.2747,0.1791
95,tcn,electric_screwdriver,"{'batch_size': 16, 'epochs': 30, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.1, 'threshold': 0.8}, 'data_balancing': ['focal_loss'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}, 'focal_loss_gamma': np.float64(2.0)}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",43.691508531570435,True,0.1273,0.2135,0.3121,0.2077
96,tcn,electric_screwdriver,"{'batch_size': 16, 'epochs': 50, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': [], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",36.42971229553223,True,0.0524,0.1498,0.1455,0.0185
97,tcn,electric_screwdriver,"{'batch_size': 32, 'epochs': 30, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.25, 'threshold': 0.9}, 'data_balancing': ['weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",47.47982335090637,True,0.7004,0.5845,0.5612,0.5358
98,tcn,electric_screwdriver,"{'batch_size': 32, 'epochs': 50, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.25, 'threshold': 0.9}, 'data_balancing': ['focal_loss'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}, 'focal_loss_gamma': np.float64(1.5)}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",56.186967611312866,True,0.3708,0.4234,0.4959,0.3844
99,tcn,electric_screwdriver,"{'batch_size': 16, 'epochs': 30, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': ['oversample'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",41.76317620277405,True,0.0562,0.1499,0.1481,0.0236
100,tcn,electric_screwdriver,"{'batch_size': 16, 'epochs': 50, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': ['weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.1}",40.09173512458801,True,0.0524,0.1498,0.1455,0.0185
101,tcn,electric_screwdriver,"{'batch_size': 32, 'epochs': 30, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.25, 'threshold': 0.9}, 'data_balancing': ['oversample'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [128, 64, 32], 'kernel_size': 2, 'dropout': 0.1}",119.60914087295532,True,0.7079,0.5871,0.6007,0.5878
102,tcn,electric_screwdriver,"{'batch_size': 32, 'epochs': 30, 'learning_rate': 0.0001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.1, 'temperature': 0.3}, 'data_balancing': ['focal_loss', 'weighted_sampling'], 'l1_lambda': 0.0, 'gradient_clip': 1.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}, 'focal_loss_gamma': np.float64(2.5)}","{'num_channels': [64, 128, 64], 'kernel_size': 2, 'dropout': 0.1}",68.6852490901947,True,0.1273,0.2121,0.3934,0.2226
103,tcn,electric_screwdriver,"{'batch_size': 128, 'epochs': 50, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['resample'], 'l1_lambda': 0.5, 'gradient_clip': 1.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [64, 128, 64], 'kernel_size': 4, 'dropout': 0.1}",59.36544179916382,True,0.427,0.343,0.4783,0.3798
104,tcn,electric_screwdriver,"{'batch_size': 64, 'epochs': 50, 'learning_rate': 0.0001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'pseudo_labeling', 'labelled_ratio': 0.25, 'threshold': 0.9}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 0.5, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 32, 32], 'kernel_size': 2, 'dropout': 0.4}",89.59951519966125,True,0.588,0.572,0.5594,0.5254
106,tcn,electric_screwdriver,"{'batch_size': 32, 'epochs': 20, 'learning_rate': 0.0001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'mean_teacher', 'labelled_ratio': 0.1, 'alpha': 0.99, 'lambda_consistency': 1.0}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 1.0, 'gradient_clip': 2.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [128, 64, 32], 'kernel_size': 3, 'dropout': 0.3}",44.3799192905426,True,0.0562,0.1499,0.1481,0.0236
107,tcn,electric_screwdriver,"{'batch_size': 32, 'epochs': 50, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.1, 'temperature': 0.3}, 'data_balancing': ['resample'], 'l1_lambda': 0.0, 'gradient_clip': 1.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 64, 32], 'kernel_size': 3, 'dropout': 0.3}",65.67450547218323,True,0.4082,0.1926,0.4138,0.2592
108,tcn,electric_screwdriver,"{'batch_size': 32, 'epochs': 50, 'learning_rate': 0.005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': [], 'l1_lambda': 0.0, 'gradient_clip': 1.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}",83.14510703086853,True,0.6779,0.4903,0.5046,0.4722
109,tcn,electric_screwdriver,"{'batch_size': 64, 'epochs': 30, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.1, 'temperature': 0.3}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 1.0, 'gradient_clip': 5.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [64, 128, 64], 'kernel_size': 4, 'dropout': 0.1}",130.80816078186035,True,0.5993,0.6013,0.5778,0.5514
110,tcn,electric_screwdriver,"{'batch_size': 64, 'epochs': 100, 'learning_rate': 0.005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.1, 'temperature': 0.3}, 'data_balancing': ['augment'], 'l1_lambda': 1.0, 'gradient_clip': 5.0, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 64, 32], 'kernel_size': 3, 'dropout': 0.2}",95.86719512939453,True,0.6704,0.5318,0.5119,0.5043
111,tcn,electric_screwdriver,"{'batch_size': 64, 'epochs': 50, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [64, 64, 64], 'kernel_size': 3, 'dropout': 0.2}",82.71217775344849,True,0.6217,0.44,0.5535,0.4566
115,tcn,electric_screwdriver,"{'batch_size': 32, 'epochs': 75, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [32, 64, 128], 'kernel_size': 4, 'dropout': 0.3}",199.0461666584015,True,0.6404,0.6646,0.6706,0.6032
117,tcn,electric_screwdriver,"{'batch_size': 64, 'epochs': 50, 'learning_rate': 0.001, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['focal_loss', 'weighted_sampling'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [128, 64, 32], 'kernel_size': 3, 'dropout': 0.2}",74.30033755302429,True,0.3034,0.4253,0.4911,0.3341
118,tcn,electric_screwdriver,"{'batch_size': 32, 'epochs': 75, 'learning_rate': 0.0005, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [128, 64, 32], 'kernel_size': 3, 'dropout': 0.2}",194.38803267478943,True,0.6517,0.629,0.6614,0.6062
119,tcn,electric_screwdriver,"{'batch_size': 128, 'epochs': 30, 'learning_rate': 0.002, 'data_ratio': 1, 'semi_supervised': {'active': True, 'strategy': 'contrastive', 'labelled_ratio': 0.25, 'temperature': 0.5}, 'data_balancing': ['oversample', 'augment'], 'l1_lambda': 0.1, 'gradient_clip': 0.5, 'model_params': {'tcn': {'num_channels': [64, 128, 64], 'kernel_size': 5, 'dropout': 0.3}, 'lstm': {'hidden_size': 32, 'num_layers': 1, 'dropout': 0.1}}}","{'num_channels': [128, 64, 32], 'kernel_size': 3, 'dropout': 0.2}",132.21753549575806,True,0.6629,0.5878,0.5446,0.5504
